1,no classes that are public should depend on classes that are private,"Method <org.junit.ComparisonFailure.getMessage()> calls constructor <org.junit.ComparisonFailure$ComparisonCompactor.<init>(int, java.lang.String, java.lang.String)>",ComparisonFailure.java,MEDIUM
2,no classes that are public should depend on classes that are private,"Method <org.junit.ComparisonFailure.getMessage()> calls method <org.junit.ComparisonFailure$ComparisonCompactor.compact(java.lang.String)>",ComparisonFailure.java,MEDIUM
3,no classes that are public should depend on classes that are private,"Method <org.junit.experimental.max.MaxHistory.listener()> calls constructor <org.junit.experimental.max.MaxHistory$RememberingListener.<init>(org.junit.experimental.max.MaxHistory, org.junit.experimental.max.MaxHistory$1)>",MaxHistory.java,MEDIUM
4,no classes that are public should depend on classes that are private,"Method <org.junit.experimental.max.MaxHistory.testComparator()> calls constructor <org.junit.experimental.max.MaxHistory$TestComparator.<init>(org.junit.experimental.max.MaxHistory, org.junit.experimental.max.MaxHistory$1)>",MaxHistory.java,MEDIUM
5,no classes that are public should depend on classes that are private,"Method <org.junit.internal.runners.JUnit38ClassRunner.createAdaptingListener(org.junit.runner.notification.RunNotifier)> calls constructor <org.junit.internal.runners.JUnit38ClassRunner$OldTestClassAdaptingListener.<init>(org.junit.internal.runners.JUnit38ClassRunner, org.junit.runner.notification.RunNotifier, org.junit.internal.runners.JUnit38ClassRunner$1)>",JUnit38ClassRunner.java,MEDIUM
6,no classes that are public should depend on classes that are private,"Method <org.junit.internal.runners.statements.FailOnTimeout.evaluate()> gets field <org.junit.internal.runners.statements.FailOnTimeout$StatementThread.fFinished>",FailOnTimeout.java,MEDIUM
7,no classes that are public should depend on classes that are private,"Method <org.junit.internal.runners.statements.FailOnTimeout.evaluateStatement()> calls constructor <org.junit.internal.runners.statements.FailOnTimeout$StatementThread.<init>(org.junit.runners.model.Statement)>",FailOnTimeout.java,MEDIUM
8,no classes that are public should depend on classes that are private,"Method <org.junit.internal.runners.statements.FailOnTimeout.evaluateStatement()> calls method <org.junit.internal.runners.statements.FailOnTimeout$StatementThread.interrupt()>",FailOnTimeout.java,MEDIUM
9,no classes that are public should depend on classes that are private,"Method <org.junit.internal.runners.statements.FailOnTimeout.evaluateStatement()> calls method <org.junit.internal.runners.statements.FailOnTimeout$StatementThread.join(long)>",FailOnTimeout.java,MEDIUM
10,no classes that are public should depend on classes that are private,"Method <org.junit.internal.runners.statements.FailOnTimeout.evaluateStatement()> calls method <org.junit.internal.runners.statements.FailOnTimeout$StatementThread.recordStackTrace()>",FailOnTimeout.java,MEDIUM
11,no classes that are public should depend on classes that are private,"Method <org.junit.internal.runners.statements.FailOnTimeout.evaluateStatement()> calls method <org.junit.internal.runners.statements.FailOnTimeout$StatementThread.start()>",FailOnTimeout.java,MEDIUM
12,no classes that are public should depend on classes that are private,"Method <org.junit.internal.runners.statements.FailOnTimeout.evaluateStatement()> gets field <org.junit.internal.runners.statements.FailOnTimeout$StatementThread.fFinished>",FailOnTimeout.java,MEDIUM
13,no classes that are public should depend on classes that are private,"Method <org.junit.internal.runners.statements.FailOnTimeout.evaluateStatement()> has return type <org.junit.internal.runners.statements.FailOnTimeout$StatementThread>",FailOnTimeout.java,MEDIUM
14,no classes that are public should depend on classes that are private,"Method <org.junit.internal.runners.statements.FailOnTimeout.throwExceptionForUnfinishedThread(org.junit.internal.runners.statements.FailOnTimeout$StatementThread)> gets field <org.junit.internal.runners.statements.FailOnTimeout$StatementThread.fExceptionThrownByOriginalStatement>",FailOnTimeout.java,MEDIUM
15,no classes that are public should depend on classes that are private,"Method <org.junit.internal.runners.statements.FailOnTimeout.throwExceptionForUnfinishedThread(org.junit.internal.runners.statements.FailOnTimeout$StatementThread)> gets field <org.junit.internal.runners.statements.FailOnTimeout$StatementThread.fExceptionThrownByOriginalStatement>",FailOnTimeout.java,MEDIUM
16,no classes that are public should depend on classes that are private,"Method <org.junit.internal.runners.statements.FailOnTimeout.throwExceptionForUnfinishedThread(org.junit.internal.runners.statements.FailOnTimeout$StatementThread)> has parameter of type <org.junit.internal.runners.statements.FailOnTimeout$StatementThread>",FailOnTimeout.java,MEDIUM
17,no classes that are public should depend on classes that are private,"Method <org.junit.internal.runners.statements.FailOnTimeout.throwTimeoutException(org.junit.internal.runners.statements.FailOnTimeout$StatementThread)> calls method <org.junit.internal.runners.statements.FailOnTimeout$StatementThread.getRecordedStackTrace()>",FailOnTimeout.java,MEDIUM
18,no classes that are public should depend on classes that are private,"Method <org.junit.internal.runners.statements.FailOnTimeout.throwTimeoutException(org.junit.internal.runners.statements.FailOnTimeout$StatementThread)> has parameter of type <org.junit.internal.runners.statements.FailOnTimeout$StatementThread>",FailOnTimeout.java,MEDIUM
19,no classes that are public should depend on classes that are private,"Method <org.junit.rules.ExpectedException.apply(org.junit.runners.model.Statement, org.junit.runner.Description)> calls constructor <org.junit.rules.ExpectedException$ExpectedExceptionStatement.<init>(org.junit.rules.ExpectedException, org.junit.runners.model.Statement)>",ExpectedException.java,MEDIUM
20,no classes that are public should depend on classes that are private,"Method <org.junit.runner.Result.createListener()> calls constructor <org.junit.runner.Result$Listener.<init>(org.junit.runner.Result, org.junit.runner.Result$1)>",Result.java,MEDIUM
21,no classes that are public should depend on classes that are private,"Method <org.junit.runners.Parameterized.createRunnersForParameters(java.lang.Iterable, java.lang.String)> calls constructor <org.junit.runners.Parameterized$TestClassRunnerForParameters.<init>(org.junit.runners.Parameterized, java.lang.Class, [Ljava.lang.Object;, java.lang.String)>",Parameterized.java,MEDIUM
